zipcode,Category,Rate,number_installed,PO_NAME,STATE,ZIP_TYPE,ZCTA,Zip_join_type,population,landsqmi,popdensity,total_household,avg_hh_size,percet_1unit,ZCTA_5,mean_income,earning_hhs,mean_income_earning_hhs,percent_int_div_rent,earn_int_div_rent,no_financial_incentive_prog,no_rules_reg_pol_incentive,no_plants,op_months,summer_capacity,winter_capacity,nameplate_capacity,comm_rate,ind_rate,res_rate,comm_rate_noniou,ind_rate_noniou,res_rate_noniou,region
94546,Medium,0.01,164,Castro Valley,CA,Zip Code Area,94546,Zip Matches ZCTA,42209,9.42,4479.36,16329,2.62,71.9,94546,96473,79.7,97148,25.9,18219,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
13464,Low,0,2,Smyrna,NY,Zip Code Area,13464,Zip Matches ZCTA,1189,38.35,31.01,528,2.59,61.6,13464,59481,70.3,60628,26.5,5898,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
98199,Low,0,1,Seattle,WA,Zip Code Area,98199,Zip Matches ZCTA,19686,4.19,4700.57,9267,2.26,68.3,98199,136098,84.5,134020,40.4,27470,11,3,0,0,0,0,0,0,0,0,0.08,0.07,0.09,Northwest
14559,Low,0,2,Spencerport,NY,Zip Code Area,14559,Zip Matches ZCTA,18057,42.52,424.69,6927,2.65,83.7,14559,86461,80.4,85367,30.3,11330,14,6,0,0,0,0,0,0.08,0.05,0.1,0,0,0,NYISO
91607,Low,0,61,Valley Village,CA,Zip Code Area,91607,Zip Matches ZCTA,27927,2.44,11445.49,13678,2.27,30.4,91607,85965,82.6,88465,19.7,25454,22,2,0,0,0,0,0,0,0,0,0.15,0.13,0.15,CAISO
1826,Low,0,25,Dracut,MA,Zip Code Area,1826,Zip Matches ZCTA,29422,20.63,1426.38,10957,2.81,73.9,1826,97524,83.4,98713,21.2,11947,18,4,0,0,0,0,0,0.1,0.1,0.14,0,0,0,New England
45880,Low,0,1,Payne,OH,Zip Code Area,45880,Zip Matches ZCTA,2395,59.2,40.46,1037,2.25,85.4,45880,59409,72.1,63812,19.1,4686,8,2,0,0,0,0,0,0.08,0.06,0.1,0.1,0.08,0.12,PJM
91331,Low,0,43,Pacoima,CA,Zip Code Area,91331,Zip Matches ZCTA,103689,8.85,11712.3,22579,4.47,79.2,91331,63813,86.5,63006,6.8,9393,22,2,0,0,0,0,0,0.09,0.06,0.13,0.15,0.13,0.15,CAISO
72702,Low,0,1,Fayetteville,AR,Post Office or large volume customer,72701,Spatial join to ZCTA,39782,126.56,314.34,16058,2.21,55.4,72701,59664,78.7,60462,18.5,24274,1,2,1,4,1,1,1,0.07,0.06,0.09,0,0,0,MISO
16947,Low,0,2,Troy,PA,Zip Code Area,16947,Zip Matches ZCTA,4818,115.27,41.8,1852,2.52,72.8,16947,64297,69.2,60405,32.6,23728,7,3,0,0,0,0,0,0.07,0.05,0.11,0.11,0.07,0.14,PJM
8734,Low,0.01,26,Lanoka Harbor,NJ,Zip Code Area,8734,Zip Matches ZCTA,7651,5.72,1338.29,3191,2.61,93.3,8734,95475,74,92455,30.2,13152,10,4,0,0,0,0,0,0.08,0.06,0.09,0,0,0,PJM
95376,Low,0.01,134,Tracy,CA,Zip Code Area,95376,Zip Matches ZCTA,49859,7.64,6530.32,15445,3.3,81.7,95376,82306,85.2,80482,14.7,15560,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
19146,Low,0,1,Philadelphia,PA,Zip Code Area,19146,Zip Matches ZCTA,35113,1.69,20776.92,16160,2.28,70.4,19146,82959,77.2,91583,26.2,17263,7,3,0,0,0,0,0,0.07,0.04,0.11,0,0,0,PJM
80631,Low,0,5,Greeley,CO,Zip Code Area,80631,Zip Matches ZCTA,48603,102.85,472.58,16853,2.88,56.7,80631,52100,82.2,50837,12.8,14041,10,0,0,0,0,0,0,0.09,0.07,0.11,0.11,0.08,0.12,Southwest
93921,Medium,0.01,17,Carmel By the Sea,CA,Post Office or large volume customer,93921,Zip matches ZCTA,3281,0.9,3649.61,1523,2.23,80.1,93921,107647,62.2,100870,45,55476,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
17342,Low,0,1,Loganville,PA,Post Office or large volume customer,17360,Spatial join to ZCTA,5927,26.85,220.76,2447,2.69,94.3,17360,91887,85.1,93721,23.5,6178,7,3,0,0,0,0,0,0.07,0.05,0.09,0.11,0.08,0.12,PJM
18947,Low,0,9,Pipersville,PA,Zip Code Area,18947,Zip Matches ZCTA,6172,23.91,258.15,2244,2.77,91.7,18947,113979,84.7,118642,33.8,11680,7,3,0,0,0,0,0,0.07,0.04,0.1,0,0,0,PJM
81506,Low,0,5,Grand Junction,CO,Zip Code Area,81506,Zip Matches ZCTA,10961,12.87,851.41,5021,2.15,69.5,81506,70973,64.1,75113,36.9,17096,10,0,0,0,0,0,0,0.09,0.07,0.11,0.12,0.09,0.14,Southwest
75163,Low,0,1,Trinidad,TX,Zip Code Area,75163,Zip Matches ZCTA,2285,33.78,67.64,1046,2.13,81.4,75163,74921,62.3,90856,25.7,14594,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
92567,Medium,0.01,32,Nuevo,CA,Zip Code Area,92567,Zip Matches ZCTA,9459,29.49,320.73,2654,3.84,70.3,92567,68031,80.1,66961,15.4,11340,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
96792,Low,0,7,Waianae,HI,Zip Code Area,96792,Zip Matches ZCTA,48519,61.02,795.09,11480,4.02,72.9,96792,75673,81.1,70206,15,24203,1,2,0,0,0,0,0,0.23,0.19,0.26,0,0,0,Hawaii
78222,Low,0,1,San Antonio,TX,Zip Code Area,78222,Zip Matches ZCTA,19408,21.89,886.61,7221,3.21,72.8,78222,61688,81.1,58789,9,27005,19,2,0,0,0,0,0,0,0,0,0.09,0.08,0.11,ERCOT
55426,Low,0,1,Minneapolis,MN,Zip Code Area,55426,Zip Matches ZCTA,24945,6.76,3691.73,11715,2.17,59.7,55426,78095,83.4,81258,23.7,8704,32,3,0,0,0,0,0,0.1,0.08,0.13,0,0,0,MISO
12060,Low,0.01,4,East Chatham,NY,Zip Code Area,12060,Zip Matches ZCTA,1507,34.5,43.68,624,2.23,92,12060,92001,72.3,84549,43.3,34918,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
5452,Low,0,11,Essex Junction,VT,Zip Code Area,5452,Zip Matches ZCTA,19710,41.53,474.61,8508,2.45,69.1,5452,87313,85,85421,32.4,12259,4,2,0,0,0,0,0,0.14,0.1,0.17,0.16,0.11,0.19,New England
95661,Low,0,11,Roseville,CA,Zip Code Area,95661,Zip Matches ZCTA,29791,9,3309.01,11948,2.55,70.1,95661,99575,74.9,104744,25,18695,22,2,4,32,12.1,12.1,12.2,0.14,0.1,0.17,0.14,0.1,0.15,CAISO
39170,Low,0,1,Terry,MS,Zip Code Area,39170,Zip Matches ZCTA,9407,99.46,94.58,3605,2.96,80,39170,74017,80.4,70443,19.8,12169,2,0,0,0,0,0,0,0.08,0.05,0.08,0.11,0.06,0.06,MISO
16417,Low,0,5,Girard,PA,Zip Code Area,16417,Zip Matches ZCTA,8329,46.41,179.48,3031,2.53,72.3,16417,63566,73.9,62982,20.5,11191,7,3,0,0,0,0,0,0.07,0.05,0.11,0.12,0.08,0.13,PJM
19369,Low,0,1,Sadsburyville,PA,Post Office or large volume customer,19365,Spatial join to ZCTA,7006,17.87,392.01,2663,2.66,82.8,19365,74333,78.9,77925,16.7,8646,7,3,0,0,0,0,0,0.07,0.04,0.11,0,0,0,PJM
86001,Low,0,14,Flagstaff,AZ,Zip Code Area,86001,Zip Matches ZCTA,40776,884.07,46.12,16959,2.4,57.7,86001,72609,86.8,65637,23,27683,7,1,0,0,0,0,0,0.11,0.08,0.13,0.12,0.09,0.11,Southwest
76118,Low,0,1,Fort Worth,TX,Zip Code Area,76118,Zip Matches ZCTA,13866,7.57,1831.22,5562,2.84,85.3,76118,74409,87.2,74204,19.4,10140,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
50112,Low,0,2,Grinnell,IA,Zip Code Area,50112,Zip Matches ZCTA,11536,183.49,62.87,4391,2.26,76,50112,66856,74.1,65271,27.8,23068,7,2,0,0,0,0,0,0.09,0.06,0.13,0.11,0.06,0.14,MISO
3044,Low,0,1,Fremont,NH,Zip Code Area,3044,Zip Matches ZCTA,4263,16.91,252.13,1658,2.62,89.6,3044,112068,89.8,110740,27.9,5883,4,4,0,0,0,0,0,0.12,0.14,0.12,0.13,0.09,0.15,New England
8884,Low,0,3,Spotswood,NJ,Zip Code Area,8884,Zip Matches ZCTA,8257,2.27,3642.26,3356,2.5,72.1,8884,85962,70,99251,29.8,5971,10,4,0,0,0,0,0,0.08,0.05,0.09,0,0,0,PJM
32952,Low,0,1,Merritt Island,FL,Zip Code Area,32952,Zip Matches ZCTA,19881,12.38,1606.42,8283,2.44,86.3,32952,88137,69.3,91271,35.6,15732,5,2,0,0,0,0,0,0.08,0.06,0.1,0,0,0,Southeast
5679,Low,0,3,Williamstown,VT,Zip Code Area,5679,Zip Matches ZCTA,3296,39.74,82.93,1360,2.52,58.8,5679,65254,82.1,61708,20.3,10627,4,2,0,0,0,0,0,0.14,0.1,0.17,0.19,0.14,0.2,New England
17402,Low,0,13,York,PA,Zip Code Area,17402,Zip Matches ZCTA,36360,19.24,1890.01,13880,2.47,73.1,17402,77265,75.1,82296,27.5,9736,7,3,0,0,0,0,0,0.07,0.05,0.09,0.11,0.08,0.12,PJM
93720,Medium,0.03,503,Fresno,CA,Zip Code Area,93720,Zip Matches ZCTA,45191,9.96,4537.25,17778,2.59,69.9,93720,95694,82.8,93311,28.2,18123,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
18421,Low,0,1,Forest City,PA,Zip Code Area,18421,Zip Matches ZCTA,4754,35.23,134.96,2006,2.6,82.8,18421,62592,76.8,61023,21.5,12389,7,3,0,0,0,0,0,0.06,0.03,0.09,0,0,0,PJM
95605,Low,0.01,26,West Sacramento,CA,Zip Code Area,95605,Zip Matches ZCTA,14179,3.9,3635.64,4850,2.96,57.7,95605,56008,74.1,57798,11.3,18135,22,2,0,0,0,0,0,0.14,0.1,0.17,0.13,0.1,0.14,CAISO
32735,Low,0,1,Grand Island,FL,Zip Code Area,32735,Zip Matches ZCTA,3903,3.79,1029.82,1863,2.14,70.8,32735,58647,54.5,61425,21,13674,5,2,0,0,0,0,0,0.09,0.08,0.12,0.13,0.08,0.12,Southeast
2148,Low,0,14,Malden,MA,Zip Code Area,2148,Zip Matches ZCTA,59503,5.05,11794.45,23117,2.61,34.4,2148,72542,79.7,79272,19.2,8373,18,4,0,0,0,0,0,0.1,0.1,0.14,0,0,0,New England
94127,Medium,0.02,165,San Francisco,CA,Zip Code Area,94127,Zip Matches ZCTA,19289,1.77,10897.74,7535,2.73,91.4,94127,186855,81.6,183414,53.1,32804,22,2,0,0,0,0,0,0,0,0,0.12,0.03,0.2,CAISO
17307,Low,0,1,Biglerville,PA,Zip Code Area,17307,Zip Matches ZCTA,5899,59.6,98.98,2217,2.69,86.4,17307,74900,84.2,69904,23.6,14265,7,3,0,0,0,0,0,0.07,0.05,0.1,0.11,0.08,0.12,PJM
84119,Low,0,1,West Valley City,UT,Zip Code Area,84119,Zip Matches ZCTA,53077,12.06,4401.08,16391,3.27,54.4,84119,57499,86.1,57417,9.7,7519,3,3,0,0,0,0,0,0.09,0.06,0.12,0,0,0,Northwest
85750,Low,0,38,Tucson,AZ,Zip Code Area,85750,Zip Matches ZCTA,24161,19.91,1213.63,11175,2.15,75.1,85750,104707,69,102928,41.4,28286,7,1,0,0,0,0,0,0.12,0.08,0.11,0.13,0.08,0.14,Southwest
78263,Low,0,1,San Antonio,TX,Zip Code Area,78263,Zip Matches ZCTA,4673,36.64,127.56,1579,3.03,71.6,78263,78119,79.9,74391,27.2,10602,19,2,0,0,0,0,0,0,0,0,0.09,0.08,0.11,ERCOT
93535,Low,0.01,175,Lancaster,CA,Zip Code Area,93535,Zip Matches ZCTA,72046,257.9,279.36,21098,3.45,75.4,93535,52182,71.5,59482,7,9769,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
7305,Low,0,2,Jersey City,NJ,Zip Code Area,7305,Zip Matches ZCTA,60104,5.81,10348.48,21918,2.88,26.3,7305,68554,79.3,72174,15.5,12064,10,4,0,0,0,0,0,0.08,0.04,0.1,0,0,0,PJM
85701,Low,0,4,Tucson,AZ,Zip Code Area,85701,Zip Matches ZCTA,4983,1.45,3443.68,2841,1.83,42.7,85701,55235,76.5,61191,21.7,12271,7,1,10,83,48.2,48.2,48.2,0.12,0.08,0.11,0,0,0,Southwest
12932,Low,0.01,3,Elizabethtown,NY,Zip Code Area,12932,Zip Matches ZCTA,1236,63.73,19.39,539,2.28,83.1,12932,63504,79,58056,33.6,8362,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
92606,Low,0.01,44,Irvine,CA,Zip Code Area,92606,Zip Matches ZCTA,21495,4.85,4435.62,7982,2.86,52.8,92606,120619,86.3,125006,25.6,22461,22,2,2,18,3.7,2.7,4,0.09,0.06,0.13,0,0,0,CAISO
37167,Low,0,1,Smyrna,TN,Zip Code Area,37167,Zip Matches ZCTA,49322,57.54,857.13,19865,2.79,76.2,37167,71833,85.2,72168,16,10132,2,2,0,0,0,0,0,0,0,0,0.09,0.05,0.07,Southeast
85637,Low,0.01,3,Sonoita,AZ,Zip Code Area,85637,Zip Matches ZCTA,1268,120.66,10.51,586,2.23,96.1,85637,85361,65.7,73842,31.1,23393,7,1,0,0,0,0,0,0.12,0.08,0.11,0.12,0.09,0.14,Southwest
17602,Low,0,18,Lancaster,PA,Zip Code Area,17602,Zip Matches ZCTA,52452,25.63,2046.43,19093,2.65,66.4,17602,61874,76.1,62528,20,16961,7,3,0,0,0,0,0,0.06,0.03,0.09,0,0,0,PJM
49079,Low,0,4,Paw Paw,MI,Zip Code Area,49079,Zip Matches ZCTA,13606,83.16,163.62,5160,2.51,82,49079,68697,77.6,64411,19.1,16837,8,2,0,0,0,0,0,0.08,0.06,0.09,0.1,0,0.16,MISO
75074,Low,0,8,Plano,TX,Zip Code Area,75074,Zip Matches ZCTA,44622,16.52,2701.91,16263,2.99,69.6,75074,75581,89.3,74037,15.8,10121,19,2,0,0,0,0,0,0,0,0,0.13,0.03,0.11,ERCOT
32809,Low,0,1,Orlando,FL,Zip Code Area,32809,Zip Matches ZCTA,26773,10.37,2581.03,9551,2.92,59.3,32809,53288,81.7,51270,12.6,27516,5,2,0,0,0,0,0,0.09,0.08,0.12,0,0,0,Southeast
14425,Low,0,1,Farmington,NY,Zip Code Area,14425,Zip Matches ZCTA,10717,18.68,573.78,4690,2.52,69.1,14425,77239,84.3,79092,17.9,5520,14,6,0,0,0,0,0,0.08,0.06,0.09,0,0,0,NYISO
93710,Medium,0.01,144,Fresno,CA,Zip Code Area,93710,Zip Matches ZCTA,30202,7.01,4307.8,11090,2.73,52.2,93710,57831,77.4,54692,15.3,18854,22,2,1,2,1.5,1.5,1.5,0.14,0.1,0.17,0,0,0,CAISO
53527,Low,0,1,Cottage Grove,WI,Zip Code Area,53527,Zip Matches ZCTA,9963,35.94,277.19,3732,2.95,86,53527,104532,89.6,101207,33.5,7091,7,4,0,0,0,0,0,0.11,0.08,0.15,0,0,0,MISO
17404,Low,0,3,York,PA,Zip Code Area,17404,Zip Matches ZCTA,35517,21.17,1677.55,13756,2.55,81.3,17404,70018,80.2,73487,20.1,7069,7,3,0,0,0,0,0,0.07,0.05,0.09,0.11,0.08,0.12,PJM
97701,Low,0,1,Bend,OR,Zip Code Area,97701,Zip Matches ZCTA,58993,678.9,86.89,26221,2.4,75.4,97701,81657,77.4,78211,26.9,28647,22,6,0,0,0,0,0,0.06,0.06,0.06,0.08,0.07,0.1,Northwest
97231,Low,0,1,Portland,OR,Zip Code Area,97231,Zip Matches ZCTA,4280,64.35,66.51,1617,2.22,91.3,97231,156396,76.9,132947,47.8,72707,22,6,0,0,0,0,0,0.06,0.04,0.06,0.08,0.05,0.08,Northwest
80247,Low,0,3,Denver,CO,Zip Code Area,80247,Zip Matches ZCTA,25449,2.94,8653.18,13668,2,18,80247,54581,77.1,56499,18.8,10809,10,0,0,0,0,0,0,0.09,0.07,0.11,0,0,0,Southwest
14534,Low,0,12,Pittsford,NY,Zip Code Area,14534,Zip Matches ZCTA,31426,32.35,971.47,12172,2.62,92.3,14534,146308,76.9,149214,43.9,29841,14,6,0,0,0,0,0,0.09,0.07,0.1,0,0,0,NYISO
18062,Low,0,10,Macungie,PA,Zip Code Area,18062,Zip Matches ZCTA,24351,21.3,1143.19,9922,2.53,81,18062,98876,77.4,103235,30.1,14963,7,3,0,0,0,0,0,0.06,0.04,0.09,0,0,0,PJM
1027,Low,0,38,Easthampton,MA,Zip Code Area,1027,Zip Matches ZCTA,17660,40.5,436.04,7883,2.26,62.8,1027,74835,79.2,77749,23.1,8144,18,4,0,0,0,0,0,0.1,0.09,0.14,0.12,0.1,0.12,New England
96756,Medium,0.01,30,Koloa,HI,Zip Code Area,96756,Zip Matches ZCTA,5190,24.68,210.3,2004,2.83,75.4,96756,83794,75.7,76050,36.3,27472,1,2,0,0,0,0,0,0,0,0,0.34,0.3,0.34,Hawaii
86047,Low,0,8,Winslow,AZ,Zip Code Area,86047,Zip Matches ZCTA,14970,1717.56,8.72,4274,3.26,72.6,86047,45184,71.1,47867,8.9,6137,7,1,0,0,0,0,0,0.11,0.08,0.13,0.12,0.09,0.11,Southwest
79707,Low,0,3,Midland,TX,Zip Code Area,79707,Zip Matches ZCTA,32854,70.78,464.17,14184,2.62,66.2,79707,128469,90.6,126494,22,30661,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
92104,Low,0.01,139,San Diego,CA,Zip Code Area,92104,Zip Matches ZCTA,44414,3.79,11734.21,21147,2.16,43.5,92104,72742,86,73888,15.3,19637,22,2,0,0,0,0,0,0.14,0.11,0.15,0,0,0,CAISO
18466,Low,0,1,Tobyhanna,PA,Zip Code Area,18466,Zip Matches ZCTA,16681,35.96,463.85,5357,3.29,96.3,18466,70115,79.9,67397,9.6,7214,7,3,0,0,0,0,0,0.06,0.03,0.09,0,0,0,PJM
92340,Low,0,5,Hesperia,CA,Post Office or large volume customer,92345,Spatial join to ZCTA,78715,82.02,959.67,23428,3.46,82.4,92345,55665,73.5,58415,7.9,17119,22,2,0,0,0,0,0,0.09,0.06,0.13,0,0,0,CAISO
8056,Low,0,3,Mickleton,NJ,Zip Code Area,8056,Zip Matches ZCTA,4736,9.13,518.5,1471,3.1,97.9,8056,158051,84.8,158141,33.7,26150,10,4,0,0,0,0,0,0.1,0.06,0.13,0,0,0,PJM
5065,Low,0.01,3,Sharon,VT,Zip Code Area,5065,Zip Matches ZCTA,1064,32.19,33.05,458,2.34,73.1,5065,83438,81.2,70689,32.8,30967,4,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,New England
89031,Low,0,5,North Las Vegas,NV,Zip Code Area,89031,Zip Matches ZCTA,60589,9.5,6378.46,19905,3.34,95.9,89031,70906,86.1,67723,10.7,9865,9,2,0,0,0,0,0,0.05,0.04,0.06,0,0,0,Northwest
37118,Low,0,1,Milton,TN,Zip Code Area,37118,Zip Matches ZCTA,1264,34.04,37.13,308,3,87.3,37118,62682,74,59781,30.2,1052,2,2,0,0,0,0,0,0,0,0,0.08,0.05,0.05,Southeast
56567,Low,0,1,New York Mills,MN,Zip Code Area,56567,Zip Matches ZCTA,3169,148.09,21.4,1364,2.55,77.6,56567,57310,78.8,57398,20.4,13562,32,3,0,0,0,0,0,0.08,0.06,0.1,0.11,0.1,0.12,MISO
17038,Low,0,6,Jonestown,PA,Zip Code Area,17038,Zip Matches ZCTA,8219,72.05,114.07,3126,2.75,86.4,17038,71696,85.5,71185,20.6,5814,7,3,0,0,0,0,0,0.06,0.04,0.09,0,0,0,PJM
75060,Low,0,2,Irving,TX,Zip Code Area,75060,Zip Matches ZCTA,45980,13.26,3467.57,14568,3.33,71.1,75060,58912,86.5,59406,9.7,7266,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
48124,Low,0,1,Dearborn,MI,Zip Code Area,48124,Zip Matches ZCTA,31732,8.86,3583.51,12217,2.42,87.8,48124,76666,73,79875,28.9,9015,8,2,0,0,0,0,0,0.06,0.04,0.11,0,0,0,MISO
46970,Low,0,6,Peru,IN,Zip Code Area,46970,Zip Matches ZCTA,23766,184.97,128.48,8678,2.48,78.5,46970,55745,73.4,55900,16.4,17268,8,3,0,0,0,0,0,0.09,0.07,0.11,0.1,0.09,0.13,MISO
21619,Low,0,3,Chester,MD,Zip Code Area,21619,Zip Matches ZCTA,5848,9.36,624.99,2450,2.44,86.8,21619,98999,79.8,96044,35.8,15545,7,4,0,0,0,0,0,0.08,0.03,0.1,0,0,0,PJM
92082,Medium,0.04,248,Valley Center,CA,Zip Code Area,92082,Zip Matches ZCTA,19037,122.88,154.93,6057,3.08,79.9,92082,90101,78.5,81483,26.6,32285,22,2,0,0,0,0,0,0.14,0.11,0.15,0,0,0,CAISO
85739,Low,0,31,Tucson,AZ,Zip Code Area,85739,Zip Matches ZCTA,17848,186.51,95.7,8419,2.16,82.4,85739,74404,44.3,58371,44.9,26489,7,1,0,0,0,0,0,0.12,0.08,0.12,0.13,0.08,0.14,Southwest
53715,Low,0,3,Madison,WI,Zip Code Area,53715,Zip Matches ZCTA,12136,1.21,10029.75,5109,2.54,27.6,53715,43290,88.4,44037,21.2,4848,7,4,0,0,0,0,0,0.11,0.08,0.17,0,0,0,MISO
18470,Low,0,2,Union Dale,PA,Zip Code Area,18470,Zip Matches ZCTA,2226,61.52,36.19,842,2.35,87.1,18470,78044,76.8,75935,27.1,25229,7,3,0,0,0,0,0,0.07,0.04,0.1,0,0,0,PJM
3886,Low,0,4,Tamworth,NH,Zip Code Area,3886,Zip Matches ZCTA,2112,38.13,55.39,992,2.15,71,3886,70860,79.4,72300,21.4,5572,4,4,0,0,0,0,0,0.12,0.2,0.13,0.13,0.09,0.15,New England
18465,Low,0,1,Thompson,PA,Zip Code Area,18465,Zip Matches ZCTA,1340,47.05,28.48,561,2.39,85.2,18465,54734,65.2,57620,28.5,9532,7,3,0,0,0,0,0,0.07,0.04,0.1,0,0,0,PJM
8844,Low,0,23,Hillsborough,NJ,Zip Code Area,8844,Zip Matches ZCTA,38367,55,697.53,13551,2.91,87.3,8844,138605,87.3,141862,34.6,12136,10,4,1,6,1.5,0.9,1.5,0.08,0.05,0.09,0,0,0,PJM
14522,Low,0,2,Palmyra,NY,Zip Code Area,14522,Zip Matches ZCTA,9565,46.81,204.33,3987,2.31,69.6,14522,61445,78.7,58508,23.5,15634,14,6,0,0,0,0,0,0.08,0.06,0.09,0,0,0,NYISO
19046,Low,0,3,Jenkintown,PA,Zip Code Area,19046,Zip Matches ZCTA,17809,6.62,2688.96,7125,2.42,70.3,19046,122999,74.7,127107,42.7,28093,7,3,0,0,0,0,0,0.07,0.04,0.11,0,0,0,PJM
95663,High,0.08,66,Penryn,CA,Zip Code Area,95663,Zip Matches ZCTA,2377,7.99,297.68,797,3.01,96.5,95663,131265,76.4,136204,32.5,21017,22,2,0,0,0,0,0,0.14,0.1,0.17,0,0,0,CAISO
11762,Low,0,1,Massapequa Park,NY,Zip Code Area,11762,Zip Matches ZCTA,22360,3.08,7266.82,7285,3.15,97.7,11762,131882,80.6,131998,28.8,16461,14,6,0,0,0,0,0,0,0,0,0.12,0,0.15,NYISO
21502,Low,0,4,Cumberland,MD,Zip Code Area,21502,Zip Matches ZCTA,44400,89.6,495.55,16328,2.31,77.7,21502,55171,66.4,60030,20.5,7522,7,4,0,0,0,0,0,0.07,0.05,0.07,0,0,0,PJM
52214,Low,0,1,Central City,IA,Zip Code Area,52214,Zip Matches ZCTA,3090,94.36,32.75,1441,2.53,91,52214,77270,81.8,78159,29.6,9517,7,2,0,0,0,0,0,0.11,0.07,0.15,0.11,0.04,0.12,MISO
44730,Low,0,1,East Canton,OH,Zip Code Area,44730,Zip Matches ZCTA,6050,36.98,163.62,2360,2.61,90.3,44730,66469,78.5,60703,24.1,29748,8,2,0,0,0,0,0,0.08,0.06,0.1,0.15,0.13,0.14,PJM
48045,Low,0,1,Harrison Township,MI,Zip Code Area,48045,Zip Matches ZCTA,24604,14.47,1700.58,11099,2.24,65.2,48045,74281,76.5,75660,22.8,10886,8,2,0,0,0,0,0,0.06,0.04,0.11,0,0,0,MISO
8835,Low,0,2,Manville,NJ,Zip Code Area,8835,Zip Matches ZCTA,10344,2.36,4381.19,3738,2.79,70.9,8835,74321,76.6,78581,20.3,5937,10,4,0,0,0,0,0,0.08,0.04,0.1,0,0,0,PJM
78763,Low,0,4,Austin,TX,Post Office or large volume customer,78703,Spatial join to ZCTA,19690,5.57,3532.47,9998,2.08,54.4,78703,159868,89.5,151200,38.6,45960,19,2,0,0,0,0,0,0,0,0,0.1,0.07,0.11,ERCOT
93272,Low,0,4,Tipton,CA,Zip Code Area,93272,Zip Matches ZCTA,3583,83.76,42.78,994,4.14,77.6,93272,45613,88.6,44963,7,17379,22,2,0,0,0,0,0,0.12,0.08,0.15,0,0,0,CAISO
76013,Low,0,1,Arlington,TX,Zip Code Area,76013,Zip Matches ZCTA,30680,8.97,3422.2,13093,2.38,61.1,76013,65832,76.3,64733,25.7,16066,19,2,0,0,0,0,0,0,0,0,0,0,0,ERCOT
85383,Medium,0.02,282,Peoria,AZ,Zip Code Area,85383,Zip Matches ZCTA,37182,94.94,391.62,13261,3.14,97.2,85383,124077,85.8,122984,26,20167,7,1,0,0,0,0,0,0.11,0.08,0.13,0,0,0,Southwest
10704,Low,0,4,Yonkers,NY,Zip Code Area,10704,Zip Matches ZCTA,30165,2.67,11293.52,12218,2.62,35.9,10704,87214,81.9,87166,21.7,12416,14,6,0,0,0,0,0,0.14,0.13,0.2,0,0,0,NYISO
38069,Low,0,1,Stanton,TN,Zip Code Area,38069,Zip Matches ZCTA,2376,131.54,18.06,910,2.54,76.8,38069,48621,64,57149,15.1,6531,2,2,0,0,0,0,0,0.12,0.33,0.09,0.1,0.05,0.07,Southeast
12575,Low,0,3,Rock Tavern,NY,Zip Code Area,12575,Zip Matches ZCTA,2258,9.9,228.2,647,2.91,96.1,12575,130557,94.1,115370,12.2,2832,14,6,0,0,0,0,0,0.09,0.06,0.14,0,0,0,NYISO
12993,Low,0,3,Westport,NY,Zip Code Area,12993,Zip Matches ZCTA,1623,72.06,22.52,655,2.22,83.8,12993,67178,72.8,64251,31,8775,14,6,0,0,0,0,0,0.07,0.04,0.09,0,0,0,NYISO
7304,Low,0,1,Jersey City,NJ,Zip Code Area,7304,Zip Matches ZCTA,41233,1.87,22014.42,15630,2.73,22.7,7304,64399,81.4,67214,11.5,28828,10,4,0,0,0,0,0,0.08,0.04,0.1,0,0,0,PJM
85353,Low,0,3,Tolleson,AZ,Zip Code Area,85353,Zip Matches ZCTA,31011,21.68,1430.2,9789,3.88,89.2,85353,63644,90.3,63928,5.2,13703,7,1,0,0,0,0,0,0.11,0.08,0.13,0.09,0.06,0.12,Southwest
32935,Low,0,2,Melbourne,FL,Zip Code Area,32935,Zip Matches ZCTA,39082,12.89,3032.9,17322,2.33,69.3,32935,55072,71.9,54401,18.6,15000,5,2,0,0,0,0,0,0.08,0.06,0.1,0,0,0,Southeast
17098,Low,0,1,Williamstown,PA,Zip Code Area,17098,Zip Matches ZCTA,2528,9.73,259.76,976,2.38,87.4,17098,52829,67.5,55711,16.7,3060,7,3,0,0,0,0,0,0.06,0.03,0.09,0,0,0,PJM
